0.340563  0.0564933  0.7730715  0.633657  0.975589   2.91875  -0.8165972
0.261451  0.0420144  0.8954628  0.730997  0.9765227  3.17375  -1.13444
0.324598  0.0566630  0.6929467  0.637085  0.9974496  3.25875  -0.6846595
0.329116  0.0552887  0.6715524  0.640419  0.9480812  3.55625  -0.7437379
0.303296  0.0521922  0.7490580  0.650491  0.9650928  2.66375  -0.7666051
0.283702  0.0390400  0.9339844  0.727542  0.9278462  2.96125  -1.326359
0.342000  0.0583584  0.7103632  0.626987  0.9706424  2.70625  -0.7103081
0.343679  0.0550561  0.7778608  0.643716  0.9662983  3.93875  -0.8666033
0.300044  0.0429307  0.8919908  0.694     0.9491313  3.59875  -1.163731
0.352742  0.0548924  0.7220269  0.623564  0.9475234  3.89625  -0.830933
0.290286  0.0421318  0.8497577  0.72086   0.9610168  4.23625  -1.241154
0.286780  0.0493063  0.8055318  0.67734   0.9960324  2.83375  -0.8609277
0.325818  0.0526516  0.7851298  0.653799  0.9539512  2.87625  -0.8794716
0.275234  0.0433331  0.8660544  0.710834  0.9788153  3.00375  -1.119505
0.317026  0.0479465  0.9232811  0.6873    0.9723654  2.74875  -1.116826
0.273128  0.0390973  0.9078274  0.741     0.9335675  3.72625  -1.302908
0.290098  0.0443426  0.8069646  0.700743  0.9662156  3.76875  -1.131299
0.255731  0.0402102  0.8695022  0.744391  0.9519719  3.21625  -1.24807
0.276908  0.0456952  0.7356345  0.707516  0.9533103  4.27875  -1.032177
0.258567  0.0426657  0.8083719  0.724295  0.9672909  3.68375  -1.091607
0.321905  0.0494922  0.8378528  0.670552  0.9528876  3.38625  -0.9898374
0.319420  0.0535794  0.7617592  0.66389   0.9757853  3.85375  -0.8658316
0.307717  0.0464950  0.8804510  0.680619  0.9585567  2.62125  -1.031605
0.322088  0.0590576  0.5746315  0.620335  0.9745746  3.47125  -0.5658486
0.334077  0.0565149  0.6918467  0.630321  0.958918   4.15125  -0.7614561
0.319548  0.0484676  0.7900302  0.657127  0.9344636  3.08875  -0.9478782
0.274903  0.0434313  0.9043988  0.717554  0.9442601  2.79125  -1.125103
0.296762  0.0470253  0.7285257  0.67393   0.9663881  4.02375  -0.9645883
0.274631  0.0389025  0.9644551  0.747675  0.9585702  3.81125  -1.399921
0.296555  0.0437750  0.9344431  0.714136  0.9401456  3.42875  -1.236071
0.270468  0.0406661  0.8682105  0.734315  0.9552358  4.06625  -1.223681
0.273536  0.0390396  0.9417921  0.7376    0.9560725  3.34375  -1.381645
0.289252  0.0480802  0.7208264  0.684034  0.9494842  3.98125  -0.9257578
0.317090  0.0535725  0.7771575  0.660523  0.9891731  3.64125  -0.8752207
0.303906  0.0476988  0.8576372  0.690704  0.9500281  3.13125  -1.03229
0.344307  0.0615063  0.6845285  0.616947  0.9955676  3.04625  -0.6128197
0.289034  0.0443728  0.9050606  0.704113  0.967361   3.30125  -1.108222
0.297859  0.0513758  0.7255155  0.667262  0.9776227  3.51375  -0.8487455
0.285094  0.0487446  0.7368773  0.697468  0.9765907  4.10875  -0.9550075
0.338722  0.0519287  0.7613921  0.647043  0.9602072  4.19375  -0.9410529
